tweetid,text,spots
25426873597038593,Pictures of the week http://on.fb.me/hZR1UJ,"['week', 'Pictures']"
49926002511581184,"Questions to POTUS by Chilean press about Pinochet days, a reminder of just how much all of Latin America has changed in just one generation","['Chilean', 'Latin', 'generation', 'Pinochet', 'one', 'Questions', 'press', 'reminder', 'America', 'POTUS', 'Latin America']"
48924546715230208,"Man found alive in rubble of #Japan, say officials, trying to lean details. #ac360 10p","['lean', 'rubble', 'alive', 'say', 'officials', 'found alive', 'details', 'Japan', 'found', 'Accra', 'Man']"
50006488445485056,This seriously feels like the longest day ever... Its only 9:30? Ugh.,"['Ugh', 'like', 'longest day', 'feels like', 'feels', 'longest', 'day']"
43718751543238656,"@seojokes An SEO expert walks into a bar, pub, restaurant, Irish bar, club, cafe, uk pub, uk bars, irish bars london, pubs with food...","['Irish', 'bar', 'expert', 'restaurant', 'club', 'bars', 'pub', 'pubs', 'food', 'SEO expert', 'london', 'uk', 'walks', 'SEO', 'Irish bar', 'cafe']"
50189209125928960,yesterday was a ninja day therefore today will be a pirate day. balance must be maintained at all costs.,"['at all costs', 'all', 'ninja day', 'yesterday', 'pirate', 'will', 'must', 'costs', 'at', 'ninja', 'balance', 'day', 'today', 'pirate day']"
49417192063778816,@wyclef yo u ight????????!!!!!!!!!!,[]
45323108768419840,"Stay up Hawk Fans. We are going through a slump, but we have to stay positive. Go Hawks!","['stay positive', 'We', 'stay', 'positive', 'Hawks', 'slump', 'up', 'Stay', 'We are', 'Fans', 'are', 'Go', 'Hawk']"
43718281760210944,Hi  everyone - thanks for the mention. Appreciate it :) @shastamarquina4 @aliyazaidi @econsultancy,[]
50070994060181504,"RT @VermaasAudio: I'm 5 minutes late for forest day, but still celebrating @AFineFrenzy http://t.co/drfoEQh","['RT', 'm 5', 'still', 'm', '5', 'forest', 'forest day', ""I'm"", '5 minutes', 'minutes', 'day']"
47083493943017472,@HoneyEyes91,[]
46583657066020864,"I posted 12 photos on Facebook in the album ""DIY Baby Shower Decorations For My Friend Jessie's Shower"" http://fb.me/CzJseDPF","['album', 'Jessie', 'My Friend', 'Shower', 'photos', 'Facebook', 'DIY', 'Decorations', 'Baby', 'Baby Shower', 'My', 'Friend']"
46184722304483328,It is a terrible earthquake and tsunami that happened earlier this morning in the Pacific.,"['this', 'terrible', 'Pacific', 'morning', 'this morning', 'tsunami', 'earthquake']"
45788610229829632,"Am part of #twitrelief which starts today. If you want me to follow you, go to http://t.co/Sb6pfTz or follow @twitrelief",[]
50078208321785857,RT @lfelts24: @afinefrenzy nothing like the northwoods and the place I call home :) http://twitpic.com/4c10ug,"['nothing', 'home', 'northwoods', 'call']"
49440068686970881,@dalifeofbryan bagel? Lol,"['bagel', 'Lol']"
7467898998104065,"Happy to have met President Pratibha Patil of India. UAE/India share a strong trade partnership, trust, mutual respect & common tradition","['mutual', 'trust', 'share', 'partnership', 'India', 'Patil', 'met', 'Pratibha Patil', 'common', 'respect', 'trade', 'President', 'tradition', 'strong', 'UAE', 'Pratibha', 'Happy']"
50078280157638656,RT @JohannaDuBois: @AFineFrenzy Rockies Mntn Ntl Park http://plixi.com/p/85940899,"['RT', 'Rockies', 'Park', 'Ntl']"
41037040686600192,The situation in Libya is of great concern. NATO can act as an enabler and coordinator if and when member states will take action,"['states', 'member states', 'Libya', 'member', 'will', 'NATO', 'can', 'action', 'enabler', 'concern', 'if']"
18815381573472256,If I was seated behind the commentators I would stand up & walk down invisible stairs then pop back up like i'm riding an elevator lol,"['back', 'elevator', 'cheated', 'I', 'stairs', 'If I was', 'up', 'pop', 'walk', 'down', 'stand', 'stand up', 'invisible', 'riding', 'commentators', 'back up', 'was', ""i'm"", 'lol', 'If']"
49662588350496769,michelle  http://twitpic.com/4bnpxu,[]
50247800469987328,Global Advertising Executive David Jones Will Deliver Keynote at Mashable Connect 2011 - http://on.mash.to/g1SnqI #MashCon,"['Jones', 'Keynote', 'Executive', 'Deliver', 'Global', 'David Jones', 'David', 'Will', 'Mashable', 'Advertising', 'Connect']"
49350522653777920,"@JessicaLuvsHS thank you! they raised over a 100k to build wells in areas that need them desperately, thanks for supporting!","['desperately', '100k', 'thank', 'wells', 'thank you', 'thanks', 'you']"
49126248701632512,Post-Dispatch: Wither St. Louis? Editorial cartoon and editorial on Prop E http://bit.ly/gIfgcd,"['Editorial cartoon', 'Post-Dispatch', 'Louis', 'dispatch', 'St', 'Wither', 'Editorial', 'post', 'Prop', 'St Louis', 'cartoon']"
43716009273729024,@travelling_wolf A seminar on a Friday evening?! #crazy,"['on', 'crazy', 'evening', 'Friday', 'wolf', 'on a Friday', 'travelling', 'seminar']"
